GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,MBLZ_PRVTM_GAS_REL_INST_CNT,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,FCLT_PLC_SCLSF_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT,GRNDS_SGG_NM_CLEAN,merge_key,피해면적_합계
20170311,오일/연료누설,작동기기,2017-03-11,7,171,13.0,양구군,20170311,50,52,10,52323,종이/목재/건초등,50,17,1,,143700,145143,182745,구름조금,국유림,20170311,종이/목재/건초등,,143817,0,기상(건조/강풍등),9,국유림,190920,0,50,20170311,기타,143715,20170311,불꽃/스파크/정전기,1326,풀/나뭇잎,135.0,7.0,춘천소방서,20170311,0,풀/나뭇잎,2017,산중턱,17,기계적요인,0,14,4.0,33602,양구119안전센터,1,양,2017-03-11_양,
20170311,쓰레기소각,불꽃/불티,2017-03-11,10,83,13.0,춘천시,20170311,22,21,6,40900,종이/목재/건초등,0,19,0,,152900,155501,160900,구름조금,사유림,20170311,종이/목재/건초등,,152917,0,기상(건조/강풍등)/원거리소방서,16,사유림,172600,30,10,20170311,쓰레기소각장,152917,20170311,비화,2544,건초,45.0,0.0,춘천소방서,20170311,0,건초,2017,산아래,18,부주의,0,16,4.0,1359,신북119안전센터,0,춘천,2017-03-11_춘천,
20170311,불씨/불꽃/화원방치,불꽃/불티,2017-03-11,11,89,8.0,춘천시,20170312,12,30,6,41121,종이/목재/건초등,0,18,1,,154600,155813,162821,구름조금,사유림,20170311,,,154918,0,,13,사유림,173021,30,10,20170311,입산자실화,154634,20170311,비화,855,풀/나뭇잎,315.0,0.0,춘천소방서,20170311,42187,,2017,산아래,19,부주의,0,10,4.0,3008,신북119안전센터,1,춘천,2017-03-11_춘천,
20170311,담배꽁초,담뱃불/라이터불,2017-03-11,12,70,16.0,홍천군,20170311,33,17,7,54133,종이/목재/건초등,20,19,0,,162300,163356,181323,구름조금,공유림,20170311,종이/목재/건초등,,162655,0,기타/가연성물질의급격한연소/기상(건조/강풍등),6,공유림,193246,0,20,20170311,담뱃불,162300,20170311,담뱃불,701,풀/나뭇잎,270.0,7.0,홍천소방서,20170311,0,풀/나뭇잎,2017,산중턱,20,부주의,0,39,4.0,13927,양덕원119안전센터,0,홍천,2017-03-11_홍천,0.05
20170312,쓰레기소각,불꽃/불티,2017-03-12,18,236,13.0,춘천시,20170312,26,100,6,65401,종이/목재/건초등,110,35,0,,174400,175852,185401,비,사유림,20170312,종이/목재/건초등,,174440,0,기상(건조/강풍등),20,사유림,192743,0,0,20170312,쓰레기소각장,174408,20170312,쓰레기/논밭두렁,1412,풀/나뭇잎,225.0,0.0,춘천소방서,20170312,4400,풀/나뭇잎,2017,산아래,21,부주의,0,13,4.0,5509,강촌119안전센터,0,춘천,2017-03-12_춘천,0.3
20170313,용접/절단/연마,불꽃/불티,2017-03-13,5,65,13.0,영월군,20170313,23,0,5,44617,종이/목재/건초등,50,0,0,,154600,155617,170605,구름조금,사유림,20170313,종이/목재/건초등,,154626,0,기상(건조/강풍등),10,사유림,175534,0,0,20170313,기타,154626,20170313,용접/절단/연마,951,풀/나뭇잎,270.0,6.0,영월소방서,20170313,0,풀/나뭇잎,2017,산아래,22,부주의,0,12,,10948,중동119안전센터,0,영월,2017-03-13_영월,0.3
20170314,논/임야태우기,담뱃불/라이터불,2017-03-14,14,154,1.0,춘천시,20170314,23,64,10,10836,종이/목재/건초등,0,75,0,,122100,123302,132536,구름조금,사유림,20170314,종이/목재/건초등,,122231,0,가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서,20,사유림,144036,30,30,20170314,논/밭두렁,122138,20170314,라이터불/성냥불,1031,건초,135.0,0.0,춘천소방서,20170314,0,건초,2017,평지,23,부주의,0,10,4.0,5234,강촌119안전센터,0,춘천,2017-03-14_춘천,0.3
20170314,담배꽁초,담뱃불/라이터불,2017-03-14,9,101,10.0,화천군,20170314,55,12,2,11053,종이/목재/건초등,0,41,0,,123000,125411,131353,맑음,사유림,20170314,,,123302,0,,7,사유림,141153,30,30,20170314,담뱃불,123026,20170314,담뱃불,2109,풀/나뭇잎,0.0,20.0,춘천소방서,20170314,0,,2017,산중턱,24,부주의,20,17,4.0,1942,화천119안전센터,0,화천,2017-03-14_화천,0.1
20170314,불씨/불꽃/화원방치,불꽃/불티,2017-03-14,19,157,11.0,홍천군,20170314,43,30,5,44500,종이/목재/건초등,52,36,0,,150400,151632,164500,구름조금,사유림,20170314,종이/목재/건초등,,150524,0,가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서,15,사유림,174221,20,35,20170314,쓰레기소각장,150442,20170314,비화,1108,풀/나뭇잎,135.0,11.0,홍천소방서,20170314,0,풀/나뭇잎,2017,산아래,25,부주의,0,29,4.0,12828,양덕원119안전센터,0,홍천,2017-03-14_홍천,0.5
20170315,담배꽁초,담뱃불/라이터불,2017-03-15,9,82,8.0,춘천시,20170315,17,11,6,113019,종이/목재/건초등,43,30,0,,110100,111512,114519,흐림,공유림,20170315,,,110241,0,,12,공유림,123019,0,10,20170315,담뱃불,110130,20170315,담뱃불,1231,건초,225.0,0.0,춘천소방서,20170315,0,,2017,산중턱,26,부주의,0,11,4.0,3007,소양119안전센터,0,춘천,2017-03-15_춘천,0.05
20170316,쓰레기소각,불꽃/불티,2017-03-16,8,127,12.0,철원군,20170316,17,48,10,50057,종이/목재/건초등,35,14,0,,152100,152935,171657,맑음,사유림,20170316,,,152157,0,,10,사유림,175857,0,20,20170316,논/밭두렁,152135,20170316,쓰레기/논밭두렁,738,건초,270.0,0.0,철원소방서,20170316,0,,2017,산아래,27,부주의,4,3,4.0,14722,김화119안전센터,0,철원,2017-03-16_철원,
20170317,논/임야태우기,불꽃/불티,2017-03-17,7,34,13.0,철원군,20170317,13,3,3,15853,종이/목재/건초등,10,35,0,,134200,135706,141347,맑음,사유림,20170317,,,134312,0,,8,사유림,154045,0,10,20170317,논/밭두렁,134217,20170317,쓰레기/논밭두렁,1354,풀/나뭇잎,270.0,0.0,철원소방서,20170317,0,,2017,산중턱,28,부주의,0,15,4.0,1641,동송119안전센터,0,철원,2017-03-17_철원,0.1
20170318,담배꽁초,담뱃불/라이터불,2017-03-18,7,24,17.0,고성군,20170318,23,0,2,14153,종이/목재/건초등,10,23,0,,130000,132038,134629,맑음,사유림,20170318,,,130342,0,,10,사유림,141306,0,2,20170318,기타,130035,20170318,담뱃불,1656,풀/나뭇잎,,0.0,고성소방서,20170318,0,,2017,산중턱,29,부주의,0,10,,2551,동광119안전센터,0,고성,2017-03-18_고성,0.1
20170319,기타,불꽃/불티,2017-03-19,12,202,13.0,평창군,20170319,38,40,12,120946,종이/목재/건초등,0,30,0,,103700,104408,123946,맑음,사유림,20170319,,,103749,0,,20,사유림,141046,70,60,20170319,건물,103727,20170319,비화,619,풀/나뭇잎,45.0,7.0,평창소방서,20170319,0,,2017,산아래,30,기타,0,17,4.0,15538,봉평119안전센터,0,평창,2017-03-19_평창,0.3
20170319,쓰레기소각,불꽃/불티,2017-03-19,16,278,13.0,화천군,20170319,50,32,20,113849,종이/목재/건초등,0,34,0,,105200,110649,150649,맑음,사유림,20170319,쓰레기류,,105231,0,기상(건조/강풍등),6,사유림,154549,60,160,20170319,논/밭두렁,105231,20170319,쓰레기/논밭두렁,1418,풀/나뭇잎,135.0,14.0,춘천소방서,20170319,0,기타쓰레기,2017,산아래,31,부주의,0,10,4.0,40000,화천119안전센터,0,화천,2017-03-19_화천,1.5
20170319,쓰레기소각,불꽃/불티,2017-03-19,13,132,18.0,영월군,20170319,6,22,8,31814,기타,60,10,0,,142000,143334,161107,맑음,사유림,20170319,종이/목재/건초등,,142052,0,기타/화재인지/신고지연,12,사유림,174144,0,30,20170319,논/밭두렁,142027,20170319,쓰레기/논밭두렁,1242,기타,45.0,0.0,영월소방서,20170319,0,건초,2017,산중턱,32,부주의,0,6,4.0,13733,영월119안전센터,0,영월,2017-03-19_영월,0.2
20170319,쓰레기소각,담뱃불/라이터불,2017-03-19,6,114,8.0,춘천시,20170319,7,40,9,64000,종이/목재/건초등,14,44,0,,181400,182637,185226,맑음,사유림,20170319,,,181451,0,,21,사유림,201113,0,30,20170319,쓰레기소각장,181419,20170319,라이터불/성냥불,1146,풀/나뭇잎,315.0,0.0,춘천소방서,20170319,0,,2017,산아래,33,부주의,0,6,4.0,2549,대룡119안전센터,0,춘천,2017-03-19_춘천,0.05
20170322,담배꽁초,담뱃불/라이터불,2017-03-22,21,94,13.0,인제군,20170322,3,30,10,50259,종이/목재/건초등,18,17,0,,163800,164322,170959,맑음,사유림,20170322,,,163911,0,,18,사유림,181216,0,18,20170322,기타,163844,20170322,담뱃불,411,풀/나뭇잎,180.0,0.0,인제소방서,20170322,0,,2017,산아래,34,부주의,0,3,4.0,2637,인제119안전센터,0,인제,2017-03-22_인제,0.01
20170322,담배꽁초,담뱃불/라이터불,2017-03-22,4,136,11.0,화천군,20170322,43,24,2,64006,종이/목재/건초등,50,30,0,,175000,180838,194706,맑음,국유림,20170322,종이/목재/건초등,,175436,0,기상(건조/강풍등),6,국유림,195506,0,52,20170322,미상,175000,20170322,라이터불/성냥불,1402,풀/나뭇잎,270.0,0.0,춘천소방서,20170322,0,풀/나뭇잎,2017,산정상,35,부주의,2,9,4.0,13828,사내119안전센터,0,화천,2017-03-22_화천,0.15
20170323,용접/절단/연마,불꽃/불티,2017-03-23,13,158,14.0,횡성군,20170323,20,28,4,22700,종이/목재/건초등,80,30,0,,133300,134652,145312,맑음,사유림,20170323,,,134201,0,,9,사유림,164507,13,24,20170323,기타,133958,20170323,용접/절단/연마,451,건초,135.0,3.0,횡성소방서,20170323,1870,,2017,산아래,36,부주의,0,20,4.0,10620,횡성119안전센터,0,횡성,2017-03-23_횡성,0.5
20170330,불씨/불꽃/화원방치,폭발물/폭죽,2017-03-30,7,71,15.0,철원군,20170330,15,10,6,22038,종이/목재/건초등,5,35,0,,134200,140904,153822,맑음,공유림,20170330,,,134556,0,,10,공유림,172122,30,10,20170330,군경사격장,134247,20170330,폭탄/탄약,2308,건초,90.0,0.0,철원소방서,20170330,0,,2017,산아래,37,부주의,0,12,4.0,12918,동송119안전센터,0,철원,2017-03-30_철원,
20170330,쓰레기소각,불꽃/불티,2017-03-30,13,99,18.0,홍천군,20170330,11,23,5,41427,종이/목재/건초등,22,20,1,,150300,151229,161427,구름조금,사유림,20170330,종이/목재/건초등,,150508,0,기상(건조/강풍등),14,사유림,163321,10,25,20170330,논/밭두렁,150357,20170330,쓰레기/논밭두렁,721,건초,225.0,4.0,홍천소방서,20170330,3900,건초,2017,평지,38,부주의,0,11,4.0,10158,홍천119안전센터,1,홍천,2017-03-30_홍천,0.51
20170330,쓰레기소각,담뱃불/라이터불,2017-03-30,6,172,18.0,춘천시,20170330,20,47,11,34500,종이/목재/건초등,0,23,0,,151000,152732,154755,구름조금,국유림,20170330,,,151124,0,,14,국유림,172107,30,70,20170330,쓰레기소각장,151015,20170330,라이터불/성냥불,1608,풀/나뭇잎,225.0,0.0,춘천소방서,20170330,0,,2017,산아래,39,부주의,0,8,4.0,2023,강촌119안전센터,0,춘천,2017-03-30_춘천,0.01
20170404,자연발화,화학적발화열,2017-04-04,21,107,19.0,고성군,20170404,19,0,10,22500,종이/목재/건초등,20,33,0,,130100,131140,145000,맑음,국유림,20170404,,,130213,0,,10,국유림,163000,0,57,20170404,기타,130140,20170404,화학반응열,927,풀/나뭇잎,135.0,4.0,고성소방서,20170404,0,,2017,산아래,40,화학적요인,10,12,4.0,13820,거진119안전센터,0,고성,2017-04-04_고성,
20170404,담배꽁초,담뱃불/라이터불,2017-04-04,6,74,12.0,철원군,20170404,4,38,2,85252,종이/목재/건초등,20,18,0,,193000,193815,205252,맑음,사유림,20170404,,,193144,0,,6,사유림,223004,0,8,20170404,담뱃불,193049,20170404,담뱃불,631,건초,180.0,0.0,철원소방서,20170404,0,,2017,산정상,41,부주의,0,4,4.0,11437,태봉119안전센터,0,철원,2017-04-04_철원,0.1
20170408,불씨/불꽃/화원방치,불꽃/불티,2017-04-08,17,176,24.0,영월군,20170408,48,15,5,24759,종이/목재/건초등,78,33,0,,132800,135810,145326,맑음,사유림,20170408,종이/목재/건초등,,132859,0,가연성물질의급격한연소/원거리소방서,8,사유림,171624,0,70,20170408,기타,132807,20170408,모닥불/연탄/숯,2911,종이/목재/건초등,315.0,0.0,영월소방서,20170408,0,풀/나뭇잎,2017,산아래,42,부주의,0,23,4.0,5516,주천119안전센터,0,영월,2017-04-08_영월,0.3
20170410,불씨/불꽃/화원방치,불꽃/불티,2017-04-10,26,111,21.0,원주시,20170410,13,22,10,120825,종이/목재/건초등,0,15,0,,112100,112821,123845,맑음,사유림,20170410,,,112251,0,,20,사유림,135757,49,10,20170410,기타,112139,20170410,비화,530,풀/나뭇잎,225.0,2.0,원주소방서,20170410,660,,2017,산아래,43,부주의,0,12,4.0,11024,태장119안전센터,0,원주,2017-04-10_원주,0.2
20170410,절연열화에의한단락,작동기기,2017-04-10,6,44,15.0,평창군,20170410,23,8,2,123047,종이/목재/건초등,7,20,0,,121700,122945,124934,구름조금,사유림,20170410,,,121809,0,,10,사유림,140533,5,12,20170410,기타,121721,20170410,전기적아크,1136,풀/나뭇잎,135.0,0.0,평창소방서,20170410,0,,2017,산아래,44,전기적요인,0,6,4.0,1949,대화119안전센터,0,평창,2017-04-10_평창,
20170410,화학적폭발,폭발물/폭죽,2017-04-10,4,38,20.0,양구군,20170410,67,0,2,33644,종이/목재/건초등,15,24,0,,142000,143216,153644,맑음,국유림,20170410,종이/목재/건초등,,142151,0,기타/기상(건조/강풍등),6,국유림,154144,0,10,20170410,기타,142028,20170410,폭탄/탄약,1025,풀/나뭇잎,90.0,10.0,춘천소방서,20170410,0,풀/나뭇잎,2017,산중턱,45,화학적요인,5,26,4.0,10428,양구119안전센터,0,양,2017-04-10_양,
20170410,담배꽁초,담뱃불/라이터불,2017-04-10,10,41,20.0,철원군,20170410,40,0,0,54856,종이/목재/건초등,30,11,0,,170000,171755,174856,맑음,국유림,20170410,,,170133,0,,7,국유림,185556,0,4,20170410,담뱃불,170046,20170410,담뱃불,1622,건초,315.0,10.0,철원소방서,20170410,0,,2017,산중턱,46,부주의,0,30,4.0,3101,김화119안전센터,0,철원,2017-04-10_철원,0.01
20170412,논/임야태우기,담뱃불/라이터불,2017-04-12,12,56,12.0,철원군,20170412,18,6,2,100502,종이/목재/건초등,19,12,0,,82800,85350,100502,맑음,사유림,20170412,,,83341,0,,21,사유림,110002,0,8,20170412,논/밭두렁,82838,20170412,라이터불/성냥불,2009,건초,315.0,0.0,철원소방서,20170412,0,,2017,산아래,47,부주의,0,9,4.0,11112,동송119안전센터,0,철원,2017-04-12_철원,0.01
20170413,담배꽁초,담뱃불/라이터불,2017-04-13,13,101,14.0,춘천시,20170413,17,26,9,124828,종이/목재/건초등,0,23,0,,111200,112928,124828,맑음,사유림,20170413,종이/목재/건초등,,111405,0,기상(건조/강풍등),11,사유림,134728,30,25,20170413,기타,111221,20170413,담뱃불,1523,풀/나뭇잎,180.0,0.0,춘천소방서,20170413,0,풀/나뭇잎,2017,평지,48,부주의,0,12,4.0,11900,강촌119안전센터,0,춘천,2017-04-13_춘천,0.35
20170413,절연열화에의한단락,작동기기,2017-04-13,5,62,15.0,고성군,20170413,11,15,5,35244,종이/목재/건초등,32,42,0,,153200,154116,155917,맑음,사유림,20170413,,,153420,0,,10,사유림,160951,0,0,20170413,기타,153257,20170413,전기적아크,656,풀/나뭇잎,135.0,0.0,고성소방서,20170413,0,,2017,산아래,49,전기적요인,0,4,4.0,1801,거진119안전센터,0,고성,2017-04-13_고성,0.02
20170420,담배꽁초,담뱃불/라이터불,2017-04-20,5,62,15.0,고성군,20170420,10,0,0,120652,종이/목재/건초등,41,51,0,,113000,114330,120800,맑음,국유림,20170420,,,113132,0,,12,국유림,121245,0,0,20170420,담뱃불,113021,20170420,담뱃불,1158,풀/나뭇잎,270.0,0.0,고성소방서,20170420,0,,2017,산중턱,50,부주의,9,6,4.0,2430,동광119안전센터,0,고성,2017-04-20_고성,0.01
20170423,담배꽁초,담뱃불/라이터불,2017-04-23,10,28,5.0,횡성군,20170423,6,3,3,33855,종이/목재/건초등,0,45,0,,30800,31704,35000,맑음,사유림,20170423,,,30909,0,,11,사유림,45641,7,4,20170423,자동차,30820,20170423,담뱃불,755,풀/나뭇잎,225.0,0.0,횡성소방서,20170423,223,,2017,산아래,51,부주의,0,6,4.0,3256,횡성119안전센터,0,횡성,2017-04-23_횡성,0.06
20170423,쓰레기소각,불꽃/불티,2017-04-23,4,81,21.0,영월군,20170423,22,18,14,21420,쓰레기류,0,22,0,,130200,132918,143032,맑음,사유림,20170423,종이/목재/건초등,,130412,0,기상(건조/강풍등),7,사유림,153236,0,42,20170423,쓰레기소각장,130201,20170423,쓰레기/논밭두렁,2506,쓰레기,270.0,0.0,영월소방서,20170423,0,풀/나뭇잎,2017,산아래,52,부주의,0,22,4.0,10114,중동119안전센터,0,영월,2017-04-23_영월,0.2
20170423,미상,미상,2017-04-23,6,89,19.0,양구군,20170423,51,13,4,32024,종이/목재/건초등,1,20,0,,135700,140745,152024,맑음,사유림,20170423,종이/목재/건초등,,135702,0,기타/기상(건조/강풍등)/현장진입지연(불법주차),6,사유림,174304,55,10,20170423,미상,135702,20170423,미상,1043,풀/나뭇잎,225.0,0.0,춘천소방서,20170423,0,풀/나뭇잎,2017,산아래,53,미상,0,9,4.0,11239,양구119안전센터,0,양,2017-04-23_양,
20170423,절연열화에의한단락,작동기기,2017-04-23,12,46,0.0,속초시,20170423,8,0,4,40411,전기/전자,24,0,0,,152700,154411,161011,맑음,사유림,20170423,,,152811,0,,11,사유림,173811,0,7,20170423,기타,152711,20170423,전기적아크,1600,전선피복,,0.0,속초소방서,20170423,30,,2017,산중턱,54,전기적요인,0,4,,2600,설악119안전센터,0,속초,2017-04-23_속초,0.01
20170424,담배꽁초,담뱃불/라이터불,2017-04-24,20,239,21.0,강릉시,20170424,13,100,14,24542,종이/목재/건초등,75,37,0,,135500,140401,144842,구름조금,사유림,20170424,종이/목재/건초등,,135525,0,기상(건조/강풍등),50,사유림,154742,0,0,20170424,담뱃불,135504,20170424,담뱃불,836,건초,90.0,0.0,강릉소방서,20170424,1001,건초,2017,산아래,55,부주의,0,5,8.0,4441,주문진119안전센터,0,강릉,2017-04-24_강릉,0.3
20170428,담배꽁초,담뱃불/라이터불,2017-04-28,12,103,17.0,홍천군,20170428,77,28,2,35928,종이/목재/건초등,34,32,0,,141500,143844,161432,구름조금,국유림,20170428,,,142451,0,,5,국유림,165441,5,29,20170428,담뱃불,141535,20170428,담뱃불,1353,건초,225.0,16.0,홍천소방서,20170428,0,,2017,산정상,56,부주의,0,43,4.0,13548,서석119안전센터,0,홍천,2017-04-28_홍천,0.1
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,4,51,11.0,고성군,20170429,14,20,5,63600,종이/목재/건초등,18,63,0,,51800,52752,603600,맑음,국유림,20170429,,,52155,0,,8,국유림,75034,0,0,20170429,담뱃불,51831,20170429,담뱃불,557,풀/나뭇잎,315.0,0.0,고성소방서,20170429,0,,2017,산중턱,57,부주의,0,6,4.0,10808,거진119안전센터,0,고성,2017-04-29_고성,0.1
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,24.0,춘천시,20170429,13,0,0,11924,종이/목재/건초등,0,25,0,,121600,123441,131924,맑음,사유림,20170429,,,121630,0,,6,사유림,140024,30,6,20170429,담뱃불,121630,20170429,담뱃불,1811,건초,135.0,0.0,춘천소방서,20170429,0,,2017,산정상,58,부주의,0,12,4.0,4443,신북119안전센터,0,춘천,2017-04-29_춘천,0.5
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,24.0,춘천시,20170429,13,0,0,11924,종이/목재/건초등,0,25,0,,121600,123441,131924,맑음,사유림,20170429,,,121630,0,,6,사유림,140024,30,6,20170429,담뱃불,121630,20170429,담뱃불,1811,건초,135.0,0.0,춘천소방서,20170429,0,,2017,산정상,58,부주의,0,12,4.0,4443,신북119안전센터,0,춘천,2017-04-29_춘천,0.01
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,24.0,춘천시,20170429,13,0,0,11924,종이/목재/건초등,0,25,0,,121600,123441,131924,맑음,사유림,20170429,,,121630,0,,6,사유림,140024,30,6,20170429,담뱃불,121630,20170429,담뱃불,1811,건초,135.0,0.0,춘천소방서,20170429,0,,2017,산정상,58,부주의,0,12,4.0,4443,신북119안전센터,0,춘천,2017-04-29_춘천,0.02
20170429,불씨/불꽃/화원방치,폭발물/폭죽,2017-04-29,7,66,19.0,철원군,20170429,18,0,0,72240,종이/목재/건초등,0,16,0,,152400,155120,192240,맑음,국유림,20170429,,,152459,0,,6,국유림,210040,0,0,20170429,기타,152459,20170429,폭탄/탄약,2621,건초,225.0,0.0,철원소방서,20170429,0,,2017,산아래,59,부주의,60,18,4.0,33120,태봉119안전센터,0,철원,2017-04-29_철원,
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,23.0,춘천시,20170429,16,0,0,42212,종이/목재/건초등,30,12,0,,160000,162112,164312,맑음,사유림,20170429,,,160150,0,,6,사유림,170312,0,6,20170429,담뱃불,160026,20170429,담뱃불,1922,건초,90.0,0.0,춘천소방서,20170429,0,,2017,산정상,60,부주의,0,10,4.0,2200,대룡119안전센터,0,춘천,2017-04-29_춘천,0.5
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,23.0,춘천시,20170429,16,0,0,42212,종이/목재/건초등,30,12,0,,160000,162112,164312,맑음,사유림,20170429,,,160150,0,,6,사유림,170312,0,6,20170429,담뱃불,160026,20170429,담뱃불,1922,건초,90.0,0.0,춘천소방서,20170429,0,,2017,산정상,60,부주의,0,10,4.0,2200,대룡119안전센터,0,춘천,2017-04-29_춘천,0.01
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,9,42,23.0,춘천시,20170429,16,0,0,42212,종이/목재/건초등,30,12,0,,160000,162112,164312,맑음,사유림,20170429,,,160150,0,,6,사유림,170312,0,6,20170429,담뱃불,160026,20170429,담뱃불,1922,건초,90.0,0.0,춘천소방서,20170429,0,,2017,산정상,60,부주의,0,10,4.0,2200,대룡119안전센터,0,춘천,2017-04-29_춘천,0.02
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,12,23,22.0,동해시,20170429,18,0,4,45959,종이/목재/건초등,0,33,0,,164400,165901,165959,맑음,사유림,20170429,,,164656,0,,9,사유림,170957,0,10,20170429,기타,164415,20170429,담뱃불,1205,풀/나뭇잎,315.0,8.0,동해소방서,20170429,0,,2017,산아래,61,부주의,0,12,4.0,58,북삼119안전센터,0,동해,2017-04-29_동해,
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,14,138,19.0,춘천시,20170430,10,25,6,94516,종이/목재/건초등,46,45,0,,183200,184711,71216,맑음,국유림,20170429,종이/목재/건초등,,183351,0,기타,15,국유림,74216,46,0,20170429,미상,183249,20170430,담뱃불,1320,건초,0.0,0.0,춘천소방서,20170429,0,건초,2017,산정상,62,부주의,0,7,4.0,122505,강촌119안전센터,0,춘천,2017-04-29_춘천,0.5
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,14,138,19.0,춘천시,20170430,10,25,6,94516,종이/목재/건초등,46,45,0,,183200,184711,71216,맑음,국유림,20170429,종이/목재/건초등,,183351,0,기타,15,국유림,74216,46,0,20170429,미상,183249,20170430,담뱃불,1320,건초,0.0,0.0,춘천소방서,20170429,0,건초,2017,산정상,62,부주의,0,7,4.0,122505,강촌119안전센터,0,춘천,2017-04-29_춘천,0.01
20170429,담배꽁초,담뱃불/라이터불,2017-04-29,14,138,19.0,춘천시,20170430,10,25,6,94516,종이/목재/건초등,46,45,0,,183200,184711,71216,맑음,국유림,20170429,종이/목재/건초등,,183351,0,기타,15,국유림,74216,46,0,20170429,미상,183249,20170430,담뱃불,1320,건초,0.0,0.0,춘천소방서,20170429,0,건초,2017,산정상,62,부주의,0,7,4.0,122505,강촌119안전센터,0,춘천,2017-04-29_춘천,0.02
20170501,담배꽁초,담뱃불/라이터불,2017-05-01,20,98,24.0,인제군,20170501,8,0,6,23607,종이/목재/건초등,57,14,0,,123500,124651,151007,맑음,국유림,20170501,,,123600,0,,10,국유림,164007,0,25,20170501,입산자실화,123500,20170501,담뱃불,1051,풀/나뭇잎,90.0,17.0,인제소방서,20170501,0,,2017,산중턱,63,부주의,0,8,4.0,22316,인제119안전센터,0,인제,2017-05-01_인제,0.5
20170501,화학적폭발,폭발물/폭죽,2017-05-01,7,63,27.0,양구군,20170501,53,0,2,24217,종이/목재/건초등,0,13,0,,125200,131417,144217,맑음,국유림,20170501,종이/목재/건초등,,125220,0,기타/기상(건조/강풍등)/원거리소방서,6,국유림,152317,30,20,20170501,기타,125220,20170501,폭탄/탄약,2157,풀/나뭇잎,180.0,11.0,춘천소방서,20170501,0,풀/나뭇잎,2017,산중턱,64,화학적요인,5,17,4.0,12800,양구119안전센터,0,양,2017-05-01_양,
20170501,부주의,기타,2017-05-01,7,89,19.0,고성군,20170501,10,18,8,33442,종이/목재/건초등,45,65,0,,144000,144949,154126,맑음,사유림,20170501,,,144351,0,,16,사유림,161542,0,0,20170501,입산자실화,144051,20170501,기타,558,풀/나뭇잎,135.0,0.0,고성소방서,20170501,0,,2017,산중턱,65,부주의,2,4,4.0,5137,간성119안전센터,0,고성,2017-05-01_고성,0.05
20170502,논/임야태우기,불꽃/불티,2017-05-02,9,100,26.0,원주시,20170502,33,46,2,11130,종이/목재/건초등,0,36,0,,122000,123326,131130,맑음,사유림,20170502,,,122030,0,,12,사유림,142632,30,10,20170502,논/밭두렁,122030,20170502,쓰레기/논밭두렁,1256,풀/나뭇잎,270.0,7.0,원주소방서,20170502,11000,,2017,평지,66,부주의,0,28,4.0,3804,문막119안전센터,0,원주,2017-05-02_원주,0.05
20170502,논/임야태우기,불꽃/불티,2017-05-02,9,100,26.0,원주시,20170502,33,46,2,11130,종이/목재/건초등,0,36,0,,122000,123326,131130,맑음,사유림,20170502,,,122030,0,,12,사유림,142632,30,10,20170502,논/밭두렁,122030,20170502,쓰레기/논밭두렁,1256,풀/나뭇잎,270.0,7.0,원주소방서,20170502,11000,,2017,평지,66,부주의,0,28,4.0,3804,문막119안전센터,0,원주,2017-05-02_원주,0.1
