GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,MBLZ_PRVTM_GAS_REL_INST_CNT,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,FCLT_PLC_SCLSF_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT,GRNDS_SGG_NM_CLEAN,merge_key,피해면적_합계
20160104,화학적폭발,폭발물/폭죽,2016-01-04,17,100,20.0,고성군,20160104,13,25,6,13200,종이/목재/건초등,0,29,0,,113100,115335,133200,맑음,공유림,20160104,,,113226,0,,7,임야,135234,0,45,20160104,군경사격장,113117,20160104,폭탄/탄약,2109,건초,315.0,13.0,고성소방서,20160104,0,,2016,산중턱,1,화학적요인,17,6,4.0,13825,거진119안전센터,0,고성,2016-01-04_고성,
20160105,불씨/불꽃/화원방치,불꽃/불티,2016-01-05,3,10,-2.0,화천군,20160105,40,0,0,15805,종이/목재/건초등,0,50,0,,135300,135605,135805,맑음,사유림,20160105,,,135404,0,,4,임야,142205,0,0,20160105,기타,135304,20160105,모닥불/연탄/숯,201,풀/나뭇잎,,0.0,춘천소방서,20160105,0,,2016,평지,2,부주의,6,2,,200,사내119안전센터,0,화천,2016-01-05_화천,
20160106,담배꽁초,담뱃불/라이터불,2016-01-06,12,73,20.0,고성군,20160106,10,18,7,34217,종이/목재/건초등,2,22,0,,150900,151538,155457,맑음,사유림,20160106,종이/목재/건초등,,151116,0,기상(건조/강풍등),18,임야,164823,0,28,20160106,기타,150954,20160106,담뱃불,422,풀/나뭇잎,270.0,10.0,고성소방서,20160106,0,풀/나뭇잎,2016,산아래,3,부주의,0,1,4.0,3919,거진119안전센터,0,고성,2016-01-06_고성,0.06
20160112,쓰레기소각,불꽃/불티,2016-01-12,3,84,0.0,양구군,20160112,43,38,15,24823,쓰레기류,10,26,0,,142400,143359,151223,맑음,사유림,20160112,,,142913,0,,6,임야,160223,0,15,20160112,쓰레기소각장,142459,20160112,쓰레기/논밭두렁,446,쓰레기,180.0,7.0,춘천소방서,20160112,628,,2016,평지,4,부주의,0,10,4.0,3824,양구119안전센터,0,양,2016-01-12_양,
20160113,논/임야태우기,담뱃불/라이터불,2016-01-13,9,46,-3.0,원주시,20160113,17,9,2,115446,종이/목재/건초등,20,0,0,,112400,114341,120532,맑음,사유림,20160113,종이/목재/건초등,,112552,0,기상(건조/강풍등),15,임야,124454,0,0,20160113,논/밭두렁,112406,20160113,라이터불/성냥불,1749,풀/나뭇잎,180.0,0.0,원주소방서,20160113,0,풀/나뭇잎,2016,산아래,5,부주의,0,11,4.0,2151,우산119안전센터,0,원주,2016-01-13_원주,0.03
20160119,불씨/불꽃/화원방치,불꽃/불티,2016-01-19,52,490,-7.0,강릉시,20160120,9,161,35,92750,종이/목재/건초등,2,25,0,,183500,184750,220650,맑음,사유림,20160119,종이/목재/건초등,,183627,0,기상(건조/강풍등)/원거리소방서/화재인지/신고지연,165,임야,20050,40,87,20160119,기타,183549,20160119,굴뚝아궁이,1123,풀/나뭇잎,315.0,0.0,강릉소방서,20160119,1125,나무,2016,산아래,6,부주의,0,9,8.0,31900,내곡119안전센터,0,강릉,2016-01-19_강릉,3.0
20160120,불씨/불꽃/화원방치,불꽃/불티,2016-01-20,12,45,-8.0,춘천시,20160120,10,0,12,11146,종이/목재/건초등,0,40,0,,125300,130619,131627,구름조금,사유림,20160120,,,125532,0,,14,임야,142616,0,19,20160120,기타,125303,20160120,모닥불/연탄/숯,1047,풀/나뭇잎,270.0,0.0,춘천소방서,20160120,0,,2016,산아래,7,부주의,0,9,4.0,1008,신북119안전센터,0,춘천,2016-01-20_춘천,
20160122,담배꽁초,담뱃불/라이터불,2016-01-22,12,37,-3.0,춘천시,20160122,11,0,10,45036,종이/목재/건초등,0,29,0,,163000,164226,165737,맑음,사유림,20160122,,,163315,0,,15,임야,180109,0,12,20160122,담뱃불,163033,20160122,담뱃불,911,풀/나뭇잎,135.0,0.0,춘천소방서,20160122,0,,2016,산아래,8,부주의,0,7,4.0,1511,강촌119안전센터,0,춘천,2016-01-22_춘천,0.01
20160123,불씨/불꽃/화원방치,불꽃/불티,2016-01-23,3,27,-11.0,철원군,20160123,20,0,0,123114,종이/목재/건초등,2,28,0,,115800,122014,123114,맑음,국유림,20160123,,,120116,0,,7,임야,143214,15,3,20160123,기타,115816,20160123,모닥불/연탄/숯,1858,나무,315.0,0.0,철원소방서,20160123,0,,2016,산아래,9,부주의,0,12,4.0,1100,동송119안전센터,0,철원,2016-01-23_철원,
20160125,불씨/불꽃/화원방치,불꽃/불티,2016-01-25,17,182,-5.0,춘천시,20160125,30,77,10,62249,종이/목재/건초등,45,25,0,,170200,171318,182249,맑음,사유림,20160125,,,170306,0,,19,임야,195927,0,31,20160125,미상,170211,20160125,굴뚝아궁이,1012,풀/나뭇잎,225.0,0.0,춘천소방서,20160125,0,,2016,산아래,10,부주의,0,7,4.0,10931,강촌119안전센터,0,춘천,2016-01-25_춘천,0.3
20160126,담배꽁초,담뱃불/라이터불,2016-01-26,13,32,-15.0,춘천시,20160126,20,20,0,50018,종이/목재/건초등,0,74,0,,34800,41429,52107,맑음,사유림,20160126,종이/목재/건초등,,35122,0,원거리소방서/화재인지/신고지연,12,임야,63605,0,0,20160126,담뱃불,34837,20160126,담뱃불,2307,풀/나뭇잎,,0.0,춘천소방서,20160126,0,풀/나뭇잎,2016,산중턱,11,부주의,0,18,4.0,10638,신북119안전센터,0,춘천,2016-01-26_춘천,0.1
20160126,용접/절단/연마,작동기기,2016-01-26,25,119,5.0,고성군,20160126,26,24,10,120131,종이/목재/건초등,18,17,0,,110700,112250,121829,맑음,사유림,20160126,,,111055,0,,17,임야,142403,0,10,20160126,기타,110750,20160126,불꽃/스파크/정전기,1155,풀/나뭇잎,270.0,9.0,고성소방서,20160126,0,,2016,산아래,12,부주의,40,19,4.0,5539,거진119안전센터,0,고성,2016-01-26_고성,
20160126,쓰레기소각,불꽃/불티,2016-01-26,14,67,0.0,양양군,20160126,17,30,4,51804,종이/목재/건초등,0,0,0,,164500,170024,173404,맑음,사유림,20160126,종이/목재/건초등,,164615,0,기상(건조/강풍등)/원거리소방서,13,임야,181000,15,5,20160126,쓰레기소각장,164501,20160126,쓰레기/논밭두렁,1409,풀/나뭇잎,,0.0,양양소방서,20160126,0,풀/나뭇잎,2016,산아래,13,부주의,0,10,,3340,양양119안전센터,0,양양,2016-01-26_양양,0.03
20160127,논/임야태우기,담뱃불/라이터불,2016-01-27,8,84,0.0,원주시,20160127,18,36,8,43525,종이/목재/건초등,30,0,0,,161400,163325,172025,맑음,국유림,20160127,,,161503,0,,10,임야,173325,0,0,20160127,쓰레기소각장,161412,20160127,라이터불/성냥불,1822,나무,,0.0,원주소방서,20160127,0,,2016,산아래,14,부주의,0,10,,4700,흥업119안전센터,0,원주,2016-01-27_원주,0.15
20160129,불씨/불꽃/화원방치,불꽃/불티,2016-01-29,4,49,0.0,홍천군,20160129,30,12,0,30854,종이/목재/건초등,10,0,0,,12200,14049,302633,맑음,사유림,20160129,,,12553,0,,10,임야,45912,5,12,20160129,기타,12223,20160129,비화,1456,풀/나뭇잎,45.0,6.0,홍천소방서,20160129,1279,,2016,산중턱,15,부주의,0,19,4.0,14544,서석119안전센터,0,홍천,2016-01-29_홍천,0.03
20160129,불씨/불꽃/화원방치,불꽃/불티,2016-01-29,4,49,0.0,홍천군,20160129,30,12,0,30854,종이/목재/건초등,10,0,0,,12200,14049,302633,맑음,사유림,20160129,,,12553,0,,10,임야,45912,5,12,20160129,기타,12223,20160129,비화,1456,풀/나뭇잎,45.0,6.0,홍천소방서,20160129,1279,,2016,산중턱,15,부주의,0,19,4.0,14544,서석119안전센터,0,홍천,2016-01-29_홍천,0.05
20160129,담배꽁초,담뱃불/라이터불,2016-01-29,8,59,3.0,홍천군,20160129,9,13,4,123305,종이/목재/건초등,10,38,0,,114900,121431,123305,맑음,사유림,20160129,,,115032,0,,9,임야,125316,0,20,20160129,담뱃불,114942,20160129,담뱃불,2359,풀/나뭇잎,225.0,3.0,홍천소방서,20160129,0,,2016,산중턱,16,부주의,3,9,4.0,1834,홍천119안전센터,0,홍천,2016-01-29_홍천,0.03
20160129,담배꽁초,담뱃불/라이터불,2016-01-29,8,59,3.0,홍천군,20160129,9,13,4,123305,종이/목재/건초등,10,38,0,,114900,121431,123305,맑음,사유림,20160129,,,115032,0,,9,임야,125316,0,20,20160129,담뱃불,114942,20160129,담뱃불,2359,풀/나뭇잎,225.0,3.0,홍천소방서,20160129,0,,2016,산중턱,16,부주의,3,9,4.0,1834,홍천119안전센터,0,홍천,2016-01-29_홍천,0.05
20160130,화학적폭발,폭발물/폭죽,2016-01-30,12,123,0.0,화천군,20160130,47,10,0,14439,종이/목재/건초등,18,0,0,,111600,112727,154139,맑음,국유림,20160130,,,111803,0,,5,임야,155539,0,10,20160130,군경사격장,111656,20160130,폭탄/탄약,924,풀/나뭇잎,,7.0,춘천소방서,20160130,0,,2016,산중턱,17,화학적요인,80,16,,41412,화천119안전센터,0,화천,2016-01-30_화천,
20160131,부주의,마찰/전도/복사,2016-01-31,15,63,0.0,영월군,20160131,60,8,4,15722,종이/목재/건초등,8,0,0,,130600,133507,142746,맑음,사유림,20160131,,,130709,0,가연성물질의급격한연소/원거리소방서,13,임야,160000,28,2,20160131,기타,130631,20160131,마찰열/마찰스파크,2758,풀/나뭇잎,,0.0,영월소방서,20160131,0,,2016,산아래,18,부주의,0,23,,5239,주천119안전센터,0,영월,2016-01-31_영월,0.05
20160201,담배꽁초,담뱃불/라이터불,2016-02-01,9,40,0.0,원주시,20160201,29,0,0,25637,종이/목재/건초등,30,0,0,,143000,144810,150436,맑음,국유림,20160201,,,143711,0,,10,임야,160053,0,0,20160201,담뱃불,143018,20160201,담뱃불,1059,풀/나뭇잎,,0.0,원주소방서,20160201,0,,2016,산정상,19,부주의,0,6,,1626,신림119안전센터,0,원주,2016-02-01_원주,0.01
20160201,불씨/불꽃/화원방치,불꽃/불티,2016-02-01,15,143,0.0,홍천군,20160201,28,65,8,70658,종이/목재/건초등,24,0,0,,174200,175031,193500,맑음,사유림,20160201,,,174343,0,,18,임야,213402,0,28,20160201,쓰레기소각장,174249,20160201,모닥불/연탄/숯,648,풀/나뭇잎,,3.0,홍천소방서,20160201,0,,2016,산아래,20,부주의,0,23,,14429,서석119안전센터,0,홍천,2016-02-01_홍천,0.3
20160203,부주의,불꽃/불티,2016-02-03,11,157,2.0,철원군,20160204,20,39,4,33526,종이/목재/건초등,40,0,0,,143800,150207,182104,맑음,국유림,20160203,,,143900,0,,30,임야,110007,4,40,20160203,군경사격장,143800,20160203,불꽃/불티,2307,건초,0.0,0.0,철원소방서,20160203,0,,2016,산아래,21,부주의,0,12,4.0,31857,동송119안전센터,0,철원,2016-02-03_철원,
20160204,쓰레기소각,불꽃/불티,2016-02-04,10,75,2.0,원주시,20160204,26,20,10,120903,종이/목재/건초등,30,30,0,,111900,113610,122312,맑음,사유림,20160204,종이/목재/건초등,,112051,0,기상(건조/강풍등),15,임야,130021,0,0,20160204,쓰레기소각장,111929,20160204,쓰레기/논밭두렁,1519,풀/나뭇잎,225.0,0.0,원주소방서,20160204,0,풀/나뭇잎,2016,산아래,22,부주의,0,8,4.0,4702,문막119안전센터,0,원주,2016-02-04_원주,0.05
20160204,불씨/불꽃/화원방치,불꽃/불티,2016-02-04,9,103,5.0,춘천시,20160204,3,0,15,22018,종이/목재/건초등,14,29,0,,133500,134249,144700,구름조금,사유림,20160204,,,133742,0,,24,임야,155931,0,50,20160204,논/밭두렁,133548,20160204,모닥불/연탄/숯,507,건초,225.0,0.0,춘천소방서,20160204,0,,2016,산아래,23,부주의,0,7,4.0,10411,후평119안전센터,0,춘천,2016-02-04_춘천,1.0
20160205,불씨/불꽃/화원방치,폭발물/폭죽,2016-02-05,12,585,-1.0,화천군,20160206,48,58,20,84001,종이/목재/건초등,6,34,0,,135400,140601,900301,흐림,국유림,20160206,위험물등,,135505,0,기타,19,임야,93001,0,20,20160205,군경사격장,135405,20160206,폭탄/탄약,1056,건초,225.0,0.0,춘천소방서,20160205,0,폭발물질,2016,산중턱,24,부주의,462,7,,185700,사내119안전센터,0,화천,2016-02-05_화천,
20160205,쓰레기소각,불꽃/불티,2016-02-05,13,185,3.0,횡성군,20160205,31,45,10,50642,종이/목재/건초등,20,26,0,,155300,161136,175043,구름조금,사유림,20160205,종이/목재/건초등,,155444,0,기상(건조/강풍등)/원거리소방서,10,임야,180612,0,100,20160205,쓰레기소각장,155349,20160205,쓰레기/논밭두렁,1652,풀/나뭇잎,180.0,0.0,횡성소방서,20160205,586,잔디,2016,산아래,25,부주의,0,11,4.0,13907,우천119안전센터,0,횡성,2016-02-05_횡성,0.8
20160208,논/임야태우기,불꽃/불티,2016-02-08,10,222,0.0,횡성군,20160208,14,7,11,31025,종이/목재/건초등,14,60,0,,131900,133356,154531,맑음,사유림,20160208,종이/목재/건초등,,131947,0,기상(건조/강풍등),20,임야,162841,50,120,20160208,논/밭두렁,131908,20160208,쓰레기/논밭두렁,1409,종이/목재/건초등,225.0,0.0,횡성소방서,20160208,0,풀/나뭇잎,2016,평지,26,부주의,0,14,4.0,21135,횡성119안전센터,0,횡성,2016-02-08_횡성,3.0
20160210,불씨/불꽃/화원방치,담뱃불/라이터불,2016-02-10,15,110,6.0,춘천시,20160210,30,55,5,22039,침구/직물류,40,28,0,,132600,135953,142209,맑음,사유림,20160210,,,132955,0,,0,임야,151135,0,10,20160210,입산자실화,132646,20160210,촛불,2958,베개/시트,135.0,0.0,춘천소방서,20160210,910,,2016,산중턱,27,부주의,0,25,4.0,2216,신북119안전센터,0,춘천,2016-02-10_춘천,0.02
20160218,담배꽁초,담뱃불/라이터불,2016-02-18,21,504,8.0,동해시,20160219,7,30,30,12210,종이/목재/건초등,49,41,0,,232000,233310,22410,맑음,사유림,20160219,,,232120,0,,45,임야,33610,0,350,20160218,담뱃불,232005,20160219,담뱃불,1150,종이/목재/건초등,225.0,0.0,동해소방서,20160218,617,,2016,산중턱,28,부주의,0,3,4.0,25100,묵호119안전센터,0,동해,2016-02-18_동해,0.8
20160221,절연열화에의한단락,작동기기,2016-02-21,16,155,-1.0,정선군,20160221,39,30,15,104614,전기/전자,88,30,0,,90600,91414,112514,맑음,사유림,20160221,종이/목재/건초등,,90735,0,가연성물질의급격한연소,10,임야,124314,0,12,20160221,기타,90602,20160221,전기적아크,639,전선피복,180.0,30.0,정선소방서,20160221,0,풀/나뭇잎,2016,산아래,29,전기적요인,0,6,4.0,21100,신동119안전센터,0,정선,2016-02-21_정선,0.3
20160221,절연열화에의한단락,작동기기,2016-02-21,16,155,-1.0,정선군,20160221,39,30,15,104614,전기/전자,88,30,0,,90600,91414,112514,맑음,사유림,20160221,종이/목재/건초등,,90735,0,가연성물질의급격한연소,10,임야,124314,0,12,20160221,기타,90602,20160221,전기적아크,639,전선피복,180.0,30.0,정선소방서,20160221,0,풀/나뭇잎,2016,산아래,29,전기적요인,0,6,4.0,21100,신동119안전센터,0,정선,2016-02-21_정선,0.3
20160221,불씨/불꽃/화원방치,불꽃/불티,2016-02-21,12,112,-4.0,정선군,20160221,27,22,15,43851,종이/목재/건초등,46,63,0,,151500,153251,172051,맑음,사유림,20160221,종이/목재/건초등,,151711,0,가연성물질의급격한연소/원거리소방서,9,임야,182751,5,15,20160221,기타,151557,20160221,굴뚝아궁이,1540,풀/나뭇잎,135.0,11.0,정선소방서,20160221,0,풀/나뭇잎,2016,산아래,30,부주의,0,10,4.0,14800,사북119안전센터,0,정선,2016-02-21_정선,0.3
20160221,불씨/불꽃/화원방치,불꽃/불티,2016-02-21,12,112,-4.0,정선군,20160221,27,22,15,43851,종이/목재/건초등,46,63,0,,151500,153251,172051,맑음,사유림,20160221,종이/목재/건초등,,151711,0,가연성물질의급격한연소/원거리소방서,9,임야,182751,5,15,20160221,기타,151557,20160221,굴뚝아궁이,1540,풀/나뭇잎,135.0,11.0,정선소방서,20160221,0,풀/나뭇잎,2016,산아래,30,부주의,0,10,4.0,14800,사북119안전센터,0,정선,2016-02-21_정선,0.3
20160223,미상,미상,2016-02-23,10,103,3.0,인제군,20160223,29,14,10,21007,종이/목재/건초등,40,27,0,,133300,140138,151044,구름조금,국유림,20160223,,,133304,0,,9,임야,164304,0,10,20160223,미상,133304,20160223,미상,2834,풀/나뭇잎,315.0,0.0,인제소방서,20160223,0,,2016,산중턱,31,미상,20,20,4.0,10906,원통119안전센터,0,인제,2016-02-23_인제,1.0
20160223,불씨/불꽃/화원방치,폭발물/폭죽,2016-02-23,6,122,5.0,양구군,20160223,57,10,0,24735,종이/목재/건초등,43,28,0,,135100,140121,150322,흐림,국유림,20160223,,,135144,0,,5,임야,152434,0,40,20160223,군경사격장,135103,20160223,폭탄/탄약,937,풀/나뭇잎,270.0,10.0,춘천소방서,20160223,0,,2016,산아래,32,부주의,24,7,8.0,10201,양구119안전센터,0,양,2016-02-23_양,
20160223,담배꽁초,담뱃불/라이터불,2016-02-23,7,35,-4.0,화천군,20160223,49,10,2,71006,종이/목재/건초등,0,65,0,,174100,182906,191706,흐림,국유림,20160223,종이/목재/건초등,,174353,0,기타,5,임야,194306,0,18,20160223,담뱃불,174154,20160223,담뱃불,4513,풀/나뭇잎,315.0,0.0,춘천소방서,20160223,0,풀/나뭇잎,2016,산중턱,33,부주의,0,9,4.0,4800,사내119안전센터,0,화천,2016-02-23_화천,0.03
20160226,논/임야태우기,불꽃/불티,2016-02-26,8,60,7.0,춘천시,20160226,10,10,0,25539,종이/목재/건초등,0,22,0,,143000,143814,145919,맑음,사유림,20160226,종이/목재/건초등,,143109,0,가연성물질의급격한연소/기상(건조/강풍등),15,임야,153454,25,10,20160226,쓰레기소각장,143014,20160226,쓰레기/논밭두렁,705,풀/나뭇잎,225.0,0.0,춘천소방서,20160226,550,풀/나뭇잎,2016,평지,34,부주의,0,4,4.0,2105,소양119안전센터,0,춘천,2016-02-26_춘천,0.01
20160226,쓰레기소각,불꽃/불티,2016-02-26,8,90,6.0,영월군,20160226,32,40,7,42257,종이/목재/건초등,35,0,0,,153600,155522,165040,구름조금,사유림,20160226,종이/목재/건초등,,153904,0,원거리소방서,8,임야,174554,0,0,20160226,쓰레기소각장,153638,20160226,쓰레기/논밭두렁,1618,건초,270.0,12.0,영월소방서,20160226,0,풀/나뭇잎,2016,산아래,35,부주의,0,10,8.0,5518,중동119안전센터,0,영월,2016-02-26_영월,0.05
20160302,부주의,불꽃/불티,2016-03-02,21,158,6.0,강릉시,20160302,11,30,4,64134,종이/목재/건초등,15,49,0,,175800,180825,184605,맑음,사유림,20160302,종이/목재/건초등,,175937,0,원거리소방서,24,임야,192305,20,55,20160302,기타,175831,20160302,굴뚝아궁이,848,풀/나뭇잎,225.0,0.0,강릉소방서,20160302,0,풀/나뭇잎,2016,산아래,36,부주의,10,9,4.0,3740,내곡119안전센터,0,강릉,2016-03-02_강릉,0.1
20160304,담배꽁초,담뱃불/라이터불,2016-03-04,6,83,0.0,춘천시,20160304,28,30,5,20527,종이/목재/건초등,0,0,0,,133200,135305,141010,맑음,사유림,20160304,,,133457,0,,13,임야,145815,25,10,20160304,담뱃불,133219,20160304,담뱃불,1808,풀/나뭇잎,,12.0,춘천소방서,20160304,0,,2016,산아래,37,부주의,0,25,,1705,신북119안전센터,0,춘천,2016-03-04_춘천,0.03
20160304,돋보기효과,자연적발화열,2016-03-04,6,53,18.0,철원군,20160304,22,0,0,64047,종이/목재/건초등,12,26,0,,171900,181845,191951,맑음,국유림,20160304,,,172005,0,,11,임야,205027,0,30,20160304,미상,171900,20160304,햇볕,5840,건초,270.0,0.0,철원소방서,20160304,0,,2016,산중턱,38,자연적인요인,0,18,4.0,10106,태봉119안전센터,0,철원,2016-03-04_철원,0.1
20160306,쓰레기소각,불꽃/불티,2016-03-06,13,113,13.0,정선군,20160306,15,20,12,35954,종이/목재/건초등,30,24,0,,152800,154135,163912,구름조금,사유림,20160306,종이/목재/건초등,,153124,0,화재인지/신고지연,11,임야,174700,10,30,20160306,쓰레기소각장,152843,20160306,쓰레기/논밭두렁,1011,풀/나뭇잎,225.0,6.0,정선소방서,20160306,0,풀/나뭇잎,2016,산아래,39,부주의,0,15,4.0,5737,사북119안전센터,0,정선,2016-03-06_정선,0.1
20160312,담배꽁초,담뱃불/라이터불,2016-03-12,6,51,5.0,춘천시,20160312,7,17,5,71025,종이/목재/건초등,15,56,0,,181200,182152,192202,맑음,국유림,20160312,,,181204,0,,14,임야,193704,0,0,20160312,담뱃불,181204,20160312,담뱃불,948,풀/나뭇잎,315.0,0.0,춘천소방서,20160312,26,,2016,산중턱,40,부주의,0,3,4.0,10010,신북119안전센터,0,춘천,2016-03-12_춘천,
20160315,불씨/불꽃/화원방치,미상,2016-03-15,15,63,0.0,화천군,20160315,50,10,5,55134,종이/목재/건초등,32,0,0,,170700,172334,180834,맑음,사유림,20160315,,,170834,0,,6,임야,183334,0,10,20160315,미상,170727,20160315,미상,1500,풀/나뭇잎,,6.0,춘천소방서,20160315,0,,2016,산중턱,41,부주의,0,14,,4500,화천119안전센터,0,화천,2016-03-15_화천,0.1
20160316,쓰레기소각,불꽃/불티,2016-03-16,12,92,10.0,영월군,20160316,4,4,7,121556,종이/목재/건초등,48,26,0,,112500,113950,123613,맑음,사유림,20160316,종이/목재/건초등,,112707,0,기상(건조/강풍등)/원거리소방서,8,임야,140343,0,25,20160316,논/밭두렁,112534,20160316,쓰레기/논밭두렁,1243,풀/나뭇잎,270.0,11.0,영월소방서,20160316,0,풀/나뭇잎,2016,산중턱,42,부주의,0,4,4.0,5623,영월119안전센터,0,영월,2016-03-16_영월,0.02
20160316,쓰레기소각,불꽃/불티,2016-03-16,6,64,0.0,횡성군,20160316,14,15,0,15449,쓰레기류,19,0,0,,131300,131811,140515,맑음,사유림,20160316,종이/목재/건초등,,131432,0,,7,임야,141120,0,23,20160316,쓰레기소각장,131302,20160316,쓰레기/논밭두렁,339,쓰레기,,0.0,횡성소방서,20160316,0,풀/나뭇잎,2016,산아래,43,부주의,0,1,,4704,우천119안전센터,0,횡성,2016-03-16_횡성,0.04
20160316,담배꽁초,담뱃불/라이터불,2016-03-16,10,66,17.0,고성군,20160316,12,0,2,54139,종이/목재/건초등,10,16,0,,170500,174025,174249,맑음,공유림,20160316,,,170703,0,,12,임야,175607,0,2,20160316,미상,170530,20160316,담뱃불,3322,풀/나뭇잎,315.0,0.0,고성소방서,20160316,0,,2016,산중턱,44,부주의,40,12,4.0,224,동광119안전센터,0,고성,2016-03-16_고성,
20160317,담배꽁초,담뱃불/라이터불,2016-03-17,37,260,18.0,강릉시,20160317,8,20,24,125013,종이/목재/건초등,46,21,0,,121500,122603,125613,맑음,사유림,20160317,종이/목재/건초등,,121718,0,기상(건조/강풍등),30,임야,141002,20,120,20160317,논/밭두렁,121552,20160317,담뱃불,845,풀/나뭇잎,90.0,0.0,강릉소방서,20160317,0,건초,2016,산아래,45,부주의,0,6,4.0,3010,내곡119안전센터,0,강릉,2016-03-17_강릉,0.6
20160317,담배꽁초,담뱃불/라이터불,2016-03-17,6,42,14.0,철원군,20160317,11,0,0,21519,종이/목재/건초등,0,0,0,,134200,135446,142452,맑음,국유림,20160317,,,134319,0,,12,임야,153851,0,10,20160317,담뱃불,134224,20160317,담뱃불,1127,건초,45.0,0.0,철원소방서,20160317,0,,2016,산아래,46,부주의,20,10,4.0,3006,동송119안전센터,0,철원,2016-03-17_철원,
20160318,쓰레기소각,불꽃/불티,2016-03-18,7,115,0.0,춘천시,20160318,15,12,8,23344,종이/목재/건초등,75,0,0,,133900,135853,144255,맑음,사유림,20160318,,,134039,0,,12,임야,152827,0,8,20160318,쓰레기소각장,133905,20160318,쓰레기/논밭두렁,1814,풀/나뭇잎,,0.0,춘천소방서,20160318,990,,2016,평지,47,부주의,0,7,,4402,석사119안전센터,0,춘천,2016-03-18_춘천,0.6
20160323,쓰레기소각,불꽃/불티,2016-03-23,6,66,13.0,원주시,20160323,20,0,0,44025,종이/목재/건초등,40,38,0,,162200,163707,164357,흐림,국유림,20160323,,,162506,0,,11,임야,180013,0,15,20160323,쓰레기소각장,162234,20160323,쓰레기/논밭두렁,1201,풀/나뭇잎,0.0,0.0,원주소방서,20160323,0,,2016,평지,48,부주의,0,8,4.0,650,우산119안전센터,0,원주,2016-03-23_원주,0.03
20160324,담배꽁초,담뱃불/라이터불,2016-03-24,4,18,0.0,원주시,20160324,20,0,2,11553,종이/목재/건초등,0,0,0,,125800,131104,132453,맑음,사유림,20160324,,,125921,0,,6,임야,135953,0,10,20160324,담뱃불,125819,20160324,라이터불/성냥불,1143,풀/나뭇잎,,8.0,원주소방서,20160324,0,,2016,산중턱,49,부주의,0,13,,1349,태장119안전센터,0,원주,2016-03-24_원주,0.09
20160327,담배꽁초,담뱃불/라이터불,2016-03-27,6,55,12.0,화천군,20160327,56,25,4,122553,쓰레기류,0,16,0,,113500,115641,122553,맑음,사유림,20160327,,,113646,0,,4,임야,133108,12,10,20160327,쓰레기소각장,113552,20160327,담뱃불,1955,쓰레기,315.0,0.0,춘천소방서,20160327,0,,2016,산아래,50,부주의,0,11,4.0,2912,사내119안전센터,0,화천,2016-03-27_화천,0.3
20160328,불씨/불꽃/화원방치,담뱃불/라이터불,2016-03-28,15,299,16.0,철원군,20160328,8,66,15,30049,종이/목재/건초등,18,23,0,,125500,130749,183949,맑음,사유림,20160328,,,125844,0,,40,임야,193549,0,40,20160328,미상,125552,20160328,라이터불/성냥불,905,건초,45.0,0.0,철원소방서,20160328,0,,2016,산중턱,51,부주의,120,8,,53200,김화119안전센터,0,철원,2016-03-28_철원,2.0
20160328,쓰레기소각,담뱃불/라이터불,2016-03-28,8,68,13.0,원주시,20160328,22,5,0,63916,종이/목재/건초등,5,0,1,,182100,183145,185308,맑음,사유림,20160328,,,182354,0,,8,임야,194617,30,20,20160328,쓰레기소각장,182148,20160328,라이터불/성냥불,751,잔디,315.0,0.0,원주소방서,20160328,0,,2016,평지,52,부주의,0,4,4.0,2123,신림119안전센터,1,원주,2016-03-28_원주,0.03
