GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,LFDAU_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,WRINV_NO,MBLZ_PRVTM_GAS_REL_INST_CNT,UPCLS_INST_NM,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,ROAD_NM,FCLT_PLC_SCLSF_NM,HNUM_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,SPNWS_CN,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,GRNDS_CTPV_NM,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT
20171115,담배꽁초,담뱃불/라이터불,20171115,13,111,2.0,,임야,산불,춘천시,20171116,6,40,20,101058,종이/목재/건초등,171116000000000.0,10,강원소방본부,31,0,,210600,211525,223458,구름조금,,사유림,,20171115,종이/목재/건초등,,210759,0,,31,사유림,1058,0,10,20171115,담뱃불,,210652,20171115,담뱃불,726,건초,270.0,0.0,춘천소방서,20171115,0,건초,2017,산중턱,115,강원도,부주의,0,4,4.0,11933,효자119안전센터,0
20171116,쓰레기소각,불꽃/불티,20171116,9,81,4.0,,임야,산불,춘천시,20171116,36,20,5,25527,종이/목재/건초등,171116000000000.0,39,강원소방본부,28,0,,121300,123445,145527,맑음,,사유림,79,20171116,,,121403,0,,15,사유림,145527,0,2,20171116,쓰레기소각장,,121324,20171116,쓰레기/논밭두렁,2042,풀/나뭇잎,225.0,0.0,춘천소방서,20171116,1,,2017,산아래,116,강원도,부주의,0,16,4.0,22042,강촌119안전센터,0
20171116,미상,미상,20171116,11,91,5.0,,임야,산불,평창군,20171116,17,25,6,21614,미상,171116000000000.0,0,강원소방본부,18,0,,130300,135247,143014,맑음,,국유림,산86,20171116,,,130339,0,,10,국유림,160014,35,15,20171116,미상,,130316,20171116,미상,4908,미상,90.0,0.0,평창소방서,20171116,0,,2017,산정상,117,강원도,미상,0,17,4.0,3727,평창119안전센터,0
20171116,담배꽁초,담뱃불/라이터불,20171116,16,113,6.0,내촌119지역대,임야,산불,홍천군,20171116,35,40,7,41200,종이/목재/건초등,171116000000000.0,24,강원소방본부,32,0,,150400,152707,163240,맑음,,사유림,275-1,20171116,종이/목재/건초등,,150730,0,,10,사유림,165007,0,32,20171116,미상,,150413,20171116,담뱃불,1937,풀/나뭇잎,225.0,14.0,홍천소방서,20171116,3850,나무,2017,산중턱,118,강원도,부주의,0,11,4.0,10533,서석119안전센터,0
20171119,담배꽁초,담뱃불/라이터불,20171119,15,63,1.0,여량면119지역대,임야,산불,정선군,20171119,25,20,4,21254,종이/목재/건초등,171119000000000.0,30,강원소방본부,15,0,,133600,135240,143054,맑음,,사유림,267,20171119,종이/목재/건초등,,134253,0,가연성물질의급격한연소,9,사유림,153554,0,0,20171119,담뱃불,풍랑주의보,133627,20171119,담뱃불,947,건초,225.0,8.0,정선소방서,20171119,0,건초,2017,산아래,119,강원도,부주의,0,24,4.0,3814,임계119안전센터,0
20171119,담배꽁초,담뱃불/라이터불,20171119,8,26,1.0,,임야,산불,강릉시,20171120,5,0,2,115207,종이/목재/건초등,171120000000000.0,0,강원소방본부,27,0,,233900,234710,235703,맑음,대송길31,공유림,499-2,20171119,,,234023,0,,10,공유림,1904,0,14,20171119,기타,,233908,20171119,담뱃불,647,건초,135.0,0.0,강릉소방서,20171119,0,,2017,산아래,120,강원도,부주의,0,6,4.0,953,경포119안전센터,0
20171120,쓰레기소각,불꽃/불티,20171120,12,130,4.0,,임야,산불,영월군,20171120,19,15,7,14000,기타,171120000000000.0,30,강원소방본부,26,0,,115100,130453,134000,맑음,,사유림,19,20171120,기타,,115259,0,기타/원거리소방서,8,사유림,154348,0,70,20171120,쓰레기소각장,풍랑주의보,115156,20171120,쓰레기/논밭두렁,1154,기타,315.0,17.0,영월소방서,20171120,0,기타,2017,산아래,121,강원도,부주의,0,19,4.0,3507,영월119안전센터,0
20171130,담배꽁초,담뱃불/라이터불,20171130,11,18,7.0,,임야,산불,강릉시,20171130,2,0,2,33159,종이/목재/건초등,171130000000000.0,0,강원소방본부,22,0,,32400,33012,33343,맑음,,공유림,1769,20171130,,,32556,0,,16,공유림,35000,0,0,20171130,기타,,32446,20171130,담뱃불,416,건초,225.0,0.0,강릉소방서,20171130,0,,2017,평지,122,강원도,부주의,0,2,4.0,331,유천119안전센터,0
20171130,쓰레기소각,불꽃/불티,20171130,13,85,1.0,,임야,산불,홍천군,20171130,8,16,10,115116,쓰레기류,171130000000000.0,21,강원소방본부,26,1,,105700,111007,115729,구름조금,,사유림,82,20171130,종이/목재/건초등,,105905,0,가연성물질의급격한연소,11,사유림,123100,0,27,20171130,쓰레기소각장,,105743,20171130,쓰레기/논밭두렁,1102,쓰레기,315.0,0.0,홍천소방서,20171130,0,풀/나뭇잎,2017,산아래,123,강원도,부주의,0,8,4.0,4722,홍천119안전센터,1
20171202,과열/과부하,작동기기,20171202,11,95,2.0,부론119지역대,임야,산불,원주시,20171202,25,30,5,102451,전기/전자,171203000000000.0,35,강원소방본부,56,0,,210400,211912,222451,맑음,,사유림,184,20171202,종이/목재/건초등,,210521,0,가연성물질의급격한연소/화재인지/신고지연,18,사유림,232535,0,7,20171202,기타,,210417,20171202,기기전도/복사열/기기발열,1351,전선피복,315.0,8.0,원주소방서,20171202,302,풀/나뭇잎,2017,산아래,124,강원도,기계적요인,0,8,4.0,10539,문막119안전센터,0
20171216,불씨/불꽃/화원방치,불꽃/불티,20171216,3,8,-8.0,,임야,산불,원주시,20171217,22,0,2,102210,종이/목재/건초등,171217000000000.0,0,강원소방본부,43,0,,220800,222148,223500,맑음,석지1길253,사유림,1063-50,20171217,,,220920,0,,6,사유림,233500,0,0,20171216,기타,,220816,20171217,모닥불/연탄/숯,1228,풀/나뭇잎,315.0,0.0,원주소방서,20171216,0,,2017,산아래,125,강원도,부주의,0,3,4.0,1312,문막119안전센터,0
20171222,미상,미상,20171222,16,315,7.0,,임야,산불,양양군,20171222,7,40,20,60714,미상,171222000000000.0,30,강원소방본부,54,0,,164800,170140,181828,맑음,,사유림,,20171222,종이/목재/건초등,,164951,0,기상(건조/강풍등)/화재인지/신고지연,35,사유림,195517,10,175,20171222,미상,,164829,20171222,미상,1149,미상,315.0,0.0,양양소방서,20171222,247,풀/나뭇잎,2017,산아래,126,강원도,미상,5,7,4.0,11648,양양119안전센터,0
20171229,과열/과부하,불꽃/불티,20171229,19,59,5.0,,임야,산불,강릉시,20171229,11,17,4,60423,종이/목재/건초등,171229000000000.0,0,강원소방본부,46,0,,174500,175919,180624,맑음,시동2길26-1,사유림,478,20171229,,,174713,0,,22,사유림,184716,0,16,20171229,기타,,174548,20171229,굴뚝아궁이,1206,풀/나뭇잎,225.0,8.0,강릉소방서,20171229,0,,2017,평지,127,강원도,기계적요인,0,11,4.0,705,유천119안전센터,0
20180102,불씨/불꽃/화원방치,불꽃/불티,20180102,6,74,-5.0,소초119지역대,임야,산불,원주시,20180103,15,35,2,93359,종이/목재/건초등,180102000000000.0,0,강원소방본부,43,0,,201400,201957,213420,구름많음,,사유림,128-1,20180102,,,201601,0,,12,임야,21300,10,15,20180102,모닥불,,201400,20180102,모닥불/연탄/숯,356,풀/나뭇잎,225.0,3.0,원주소방서,20180102,0,,2018,산정상,1,강원도,부주의,0,12,4.0,11423,태장119안전센터,0
20180104,기타,작동기기,20180104,6,53,-10.0,북방119지역대,임야,산불,홍천군,20180104,7,0,2,111203,종이/목재/건초등,180104000000000.0,3,강원소방본부,70,0,,103900,105345,111520,구름조금,상화계4길71-8,사유림,산2,20180104,,,104236,0,,8,임야,115803,0,0,20180104,군경사격장,,103957,20180104,불꽃/스파크/정전기,1109,건초,0.0,1.0,홍천소방서,20180104,0,,2018,산중턱,2,강원도,기타,40,1,4.0,2135,홍천119안전센터,0
20180114,미상,미상,20180114,17,1229,6.0,,임야,산불,양양군,20180115,10,200,30,35013,미상,180115000000000.0,129,강원소방본부,53,0,,195300,203525,113000,구름조금,되넘이길159번길224,사유림,818,20180115,종이/목재/건초등,,195719,0,기상(건조/강풍등)/화재인지/신고지연,55,임야,122028,0,515,20180114,미상,,195350,20180115,미상,3806,미상,225.0,0.0,양양소방서,20180114,280012,나무,2018,미상,3,강원도,미상,300,10,4.0,145435,양양119안전센터,0
20180119,담배꽁초,담뱃불/라이터불,20180119,17,59,3.0,,임야,산불,횡성군,20180119,15,0,13,120803,종이/목재/건초등,180119000000000.0,0,강원소방본부,41,0,,114100,114903,120926,구름조금,,국유림,,20180119,종이/목재/건초등,,114331,0,가연성물질의급격한연소,16,임야,130822,0,10,20180119,기타,,114105,20180119,담뱃불,532,풀/나뭇잎,180.0,8.0,횡성소방서,20180119,0,풀/나뭇잎,2018,산아래,4,강원도,부주의,20,26,4.0,2023,횡성119안전센터,0
20180127,불씨/불꽃/화원방치,폭발물/폭죽,20180127,6,40,-4.0,,임야,산불,인제군,20180127,25,5,0,32445,종이/목재/건초등,180127000000000.0,0,강원소방본부,26,0,,143600,151550,154645,구름조금,,국유림,26,20180127,,,143851,0,,5,임야,164042,0,0,20180127,기타,풍랑주의보,143601,20180127,폭탄/탄약,3659,풀/나뭇잎,180.0,11.0,인제소방서,20180127,0,,2018,산정상,5,강원도,부주의,30,0,4.0,3055,원통119안전센터,0
20180201,부주의,폭발물/폭죽,20180201,5,158,0.0,,임야,산불,양구군,20180201,50,22,2,125659,종이/목재/건초등,180201000000000.0,15,강원소방본부,25,0,,122700,124350,125757,맑음,정중앙로624-7,국유림,산2,20180201,,,122751,0,,9,임야,135838,0,10,20180201,기타,,122702,20180201,폭탄/탄약,1559,풀/나뭇잎,225.0,2.0,춘천소방서,20180201,0,,2018,산아래,6,강원도,부주의,100,7,4.0,1407,양구119안전센터,0
20180201,담배꽁초,담뱃불/라이터불,20180201,11,100,-1.0,,임야,산불,홍천군,20180201,39,38,3,32256,종이/목재/건초등,180201000000000.0,10,강원소방본부,40,0,,134900,142929,152256,맑음,,국유림,131,20180201,,,135034,0,,13,임야,162400,0,36,20180201,담뱃불,,134903,20180201,담뱃불,3855,풀/나뭇잎,315.0,0.0,홍천소방서,20180201,0,,2018,산중턱,7,강원도,부주의,0,5,4.0,5327,서석119안전센터,0
20180203,불씨/불꽃/화원방치,불꽃/불티,20180203,8,71,-5.0,,임야,산불,홍천군,20180203,39,30,2,44000,종이/목재/건초등,180203000000000.0,15,강원소방본부,42,0,,144600,150158,164000,맑음,,국유림,131,20180203,,,144934,0,,9,임야,170850,0,15,20180203,기타,,144602,20180203,불꽃/불티,1224,풀/나뭇잎,270.0,0.0,홍천소방서,20180203,0,,2018,산중턱,8,강원도,부주의,0,5,4.0,13802,서석119안전센터,0
20180207,담배꽁초,담뱃불/라이터불,20180207,10,43,-11.0,,임야,산불,원주시,20180207,24,0,4,111350,종이/목재/건초등,180207000000000.0,0,강원소방본부,48,0,,104400,104957,114348,맑음,칠송아랫길37,사유림,2,20180207,종이/목재/건초등,,104543,0,가연성물질의급격한연소,14,임야,121748,15,10,20180207,기타,한파주의보,104413,20180207,담뱃불,414,풀/나뭇잎,45.0,9.0,원주소방서,20180207,0,풀/나뭇잎,2018,산아래,9,강원도,부주의,0,2,4.0,5351,태장119안전센터,0
20180207,담배꽁초,담뱃불/라이터불,20180207,11,28,-4.0,,임야,산불,강릉시,20180207,7,0,0,93958,종이/목재/건초등,180207000000000.0,0,강원소방본부,21,0,,212500,213117,214233,맑음,,공유림,397-4,20180207,,,212622,0,,17,임야,215150,1,10,20180207,담뱃불,,212527,20180207,담뱃불,455,풀/나뭇잎,225.0,3.0,강릉소방서,20180207,0,,2018,산아래,10,강원도,부주의,0,7,4.0,1116,유천119안전센터,0
20180208,담배꽁초,담뱃불/라이터불,20180208,15,94,2.0,남면119지역대,임야,산불,양구군,20180208,62,24,2,40349,종이/목재/건초등,180208000000000.0,52,강원소방본부,22,0,,150000,154236,171049,맑음,삼팔선로205번길364,국유림,22,20180208,,,150140,0,,12,임야,173049,0,4,20180208,담뱃불,,150008,20180208,담뱃불,4056,건초,135.0,12.0,춘천소방서,20180208,0,,2018,산정상,11,강원도,부주의,0,23,4.0,12813,양구119안전센터,0
20180209,불씨/불꽃/화원방치,불꽃/불티,20180209,10,69,-10.0,,임야,산불,춘천시,20180209,26,15,10,72615,종이/목재/건초등,180209000000000.0,20,강원소방본부,72,0,,61200,63417,73251,맑음,,사유림,,20180209,,,61441,0,,13,임야,91500,0,11,20180209,쓰레기소각장,,61256,20180209,모닥불/연탄/숯,1936,풀/나뭇잎,45.0,0.0,춘천소방서,20180209,0,,2018,산아래,12,강원도,부주의,0,21,4.0,5834,대룡119안전센터,0
20180209,쓰레기소각,불꽃/불티,20180209,24,252,0.0,,임야,산불,강릉시,20180209,34,53,5,53826,종이/목재/건초등,180209000000000.0,30,강원소방본부,44,0,,170500,173313,190943,맑음,,사유림,1941,20180209,종이/목재/건초등,,170543,0,기상(건조/강풍등)/원거리소방서,64,임야,230005,50,50,20180209,기타,건조경보,170525,20180209,쓰레기/논밭두렁,2730,풀/나뭇잎,315.0,0.0,강릉소방서,20180209,0,풀/나뭇잎,2018,산중턱,13,강원도,부주의,0,33,4.0,13630,내곡119안전센터,0
20180211,미상,미상,20180211,0,0,-11.0,,임야,산불,삼척시,20180213,38,0,0,10000,미상,180213000000000.0,0,강원소방본부,57,14,,212300,213717,130000,구름조금,,국유림,106,20180213,,,212438,0,,0,임야,130000,0,0,20180211,미상,풍랑경보,212354,20180213,미상,1239,미상,225.0,0.0,삼척소방서,20180211,317680,,2018,산아래,14,강원도,미상,0,6,12.0,152243,도계119안전센터,14
20180212,불씨/불꽃/화원방치,불꽃/불티,20180212,10,103,-3.0,,임야,산불,횡성군,20180212,15,18,6,11041,종이/목재/건초등,180212000000000.0,20,강원소방본부,37,0,,122000,123006,135910,맑음,,사유림,82,20180212,종이/목재/건초등,,122111,0,기상(건조/강풍등),15,임야,142821,44,0,20180212,기타,풍랑주의보,122019,20180212,모닥불/연탄/숯,855,풀/나뭇잎,270.0,7.0,횡성소방서,20180212,0,풀/나뭇잎,2018,산아래,15,강원도,부주의,0,0,8.0,12904,횡성119안전센터,0
20180216,담배꽁초,담뱃불/라이터불,20180216,15,168,5.0,,임야,산불,평창군,20180216,5,31,4,32042,종이/목재/건초등,180216000000000.0,48,강원소방본부,20,0,,141100,142059,153542,맑음,,사유림,22,20180216,종이/목재/건초등,,141216,0,기상(건조/강풍등)/화재인지/신고지연,15,임야,165042,50,20,20180216,담뱃불,,141133,20180216,담뱃불,843,풀/나뭇잎,315.0,0.0,평창소방서,20180216,0,풀/나뭇잎,2018,산정상,16,강원도,부주의,0,5,4.0,11443,평창119안전센터,0
20180219,자연발화,화학적발화열,20180219,15,133,6.0,부론119지역대,임야,산불,원주시,20180219,28,57,7,34733,쓰레기류,180219000000000.0,0,강원소방본부,28,0,,145800,151127,154733,맑음,,사유림,,20180219,종이/목재/건초등,,145940,0,가연성물질의급격한연소/화재인지/신고지연,30,임야,173043,29,10,20180219,축사/비닐하우스,건조주의보,145831,20180219,화학반응열,1147,기타쓰레기,225.0,7.0,원주소방서,20180219,4207,풀/나뭇잎,2018,산아래,17,강원도,화학적요인,0,7,4.0,3606,문막119안전센터,0
20180220,논/임야태우기,불꽃/불티,20180220,17,159,6.0,,임야,산불,정선군,20180220,47,37,10,45903,종이/목재/건초등,180220000000000.0,38,강원소방본부,24,0,,155600,162253,171509,맑음,,사유림,879,20180220,종이/목재/건초등,,155707,0,가연성물질의급격한연소/원거리소방서/화재인지/신고지연,22,임야,184353,10,40,20180220,논/밭두렁,,155609,20180220,쓰레기/논밭두렁,2546,건초,225.0,28.0,정선소방서,20180220,0,건초,2018,산아래,18,강원도,부주의,2,17,4.0,5216,신동119안전센터,0
20180314,논/임야태우기,담뱃불/라이터불,20180314,10,89,20.0,,임야,산불,춘천시,20180314,6,25,10,24800,종이/목재/건초등,180314000000000.0,0,강원소방본부,42,0,,143300,144028,145000,맑음,,사유림,산35,20180314,종이/목재/건초등,,143354,0,기상(건조/강풍등),19,임야,153500,20,15,20180314,논/밭두렁,,143300,20180314,라이터불/성냥불,634,건초,225.0,0.0,춘천소방서,20180314,0,건초,2018,산아래,19,강원도,부주의,0,2,4.0,932,효자119안전센터,0
20180318,논/임야태우기,불꽃/불티,20180318,9,29,11.0,,임야,산불,홍천군,20180318,40,0,2,10110,종이/목재/건초등,180318000000000.0,9,강원소방본부,46,0,,123200,124701,130532,맑음,,사유림,,20180318,종이/목재/건초등,,123438,0,가연성물질의급격한연소/기상(건조/강풍등),12,임야,133653,0,6,20180318,논/밭두렁,,123257,20180318,쓰레기/논밭두렁,1223,풀/나뭇잎,90.0,0.0,홍천소방서,20180318,0,풀/나뭇잎,2018,산아래,20,강원도,부주의,0,6,4.0,1831,서석119안전센터,0
20180325,담배꽁초,담뱃불/라이터불,20180325,7,147,8.0,,임야,산불,원주시,20180325,7,50,20,90501,종이/목재/건초등,180325000000000.0,45,강원소방본부,62,0,,194800,195500,211552,구름조금,,사유림,573-2,20180325,종이/목재/건초등,,194936,0,가연성물질의급격한연소/현장진입지연(불법주차),12,임야,224239,0,20,20180325,담뱃불,,194853,20180325,담뱃불,524,건초,180.0,4.0,원주소방서,20180325,0,건초,2018,산아래,21,강원도,부주의,0,2,4.0,12052,태장119안전센터,0
20180328,절연열화에의한단락,작동기기,20180328,281,7174,18.0,,임야,산불,고성군,20180329,3,337,264,50000,종이/목재/건초등,180328000000000.0,247,강원소방본부,35,1,,61400,62804,170000,구름조금,,국유림,산19,20180329,종이/목재/건초등,,61456,0,화재인지/신고지연,588,임야,171446,200,900,20180328,기타,,61417,20180329,전기적아크,1308,풀/나뭇잎,225.0,0.0,고성소방서,20180328,4815212,풀/나뭇잎,2018,평지,22,강원도,전기적요인,4638,8,8.0,103156,동광119안전센터,1
20180328,담배꽁초,담뱃불/라이터불,20180328,11,83,19.0,,임야,산불,정선군,20180328,43,14,2,25051,종이/목재/건초등,180328000000000.0,35,강원소방본부,29,0,,141400,143018,145737,맑음,,사유림,460-1,20180328,종이/목재/건초등,,141515,0,기상(건조/강풍등),12,임야,175151,0,20,20180328,담뱃불,,141426,20180328,담뱃불,1503,건초,225.0,0.0,정선소방서,20180328,0,건초,2018,산정상,23,강원도,부주의,0,7,4.0,2719,임계119안전센터,0
20180329,담배꽁초,담뱃불/라이터불,20180329,10,30,17.0,,임야,산불,횡성군,20180329,17,0,3,113539,종이/목재/건초등,180329000000000.0,11,강원소방본부,61,0,,112000,112857,114031,맑음,,국유림,169-8,20180329,,,112115,0,,16,임야,122528,0,0,20180329,미상,,112023,20180329,담뱃불,742,풀/나뭇잎,90.0,4.0,횡성소방서,20180329,0,,2018,산중턱,24,강원도,부주의,0,6,4.0,1134,우천119안전센터,0
20180401,담배꽁초,담뱃불/라이터불,20180401,6,57,20.0,,임야,산불,철원군,20180401,18,0,4,21015,종이/목재/건초등,180401000000000.0,0,강원소방본부,57,0,,130300,133036,144028,맑음,,국유림,산75,20180401,,,130426,0,,13,임야,152701,30,10,20180401,담뱃불,,130326,20180401,담뱃불,2610,건초,225.0,0.0,철원소방서,20180401,0,,2018,산중턱,25,강원도,부주의,0,13,4.0,10952,동송119안전센터,0
20180403,쓰레기소각,불꽃/불티,20180403,17,96,17.0,,임야,산불,횡성군,20180403,11,32,28,92554,종이/목재/건초등,180403000000000.0,15,강원소방본부,82,0,,205600,210320,212810,맑음,,사유림,56,20180403,종이/목재/건초등,,205709,0,가연성물질의급격한연소,21,임야,224911,0,0,20180403,논/밭두렁,,205637,20180403,쓰레기/논밭두렁,611,풀/나뭇잎,270.0,7.0,횡성소방서,20180403,0,풀/나뭇잎,2018,평지,26,강원도,부주의,0,11,4.0,2450,횡성119안전센터,0
20180409,과열/과부하,작동기기,20180409,30,198,13.0,,임야,산불,삼척시,20180409,40,15,6,41536,종이/목재/건초등,180409000000000.0,60,강원소방본부,45,0,,143600,151043,171536,구름조금,,사유림,,20180409,종이/목재/건초등,,143905,0,가연성물질의급격한연소,32,임야,191036,5,80,20180409,자동차,,143647,20180409,기기전도/복사열/기기발열,3138,풀/나뭇잎,90.0,11.0,삼척소방서,20180409,19800,풀/나뭇잎,2018,산중턱,27,강원도,기계적요인,0,6,,20453,원덕119안전센터,0
20180411,불씨/불꽃/화원방치,담뱃불/라이터불,20180411,11,31,0.0,,임야,산불,철원군,20180411,11,0,0,113802,종이/목재/건초등,180411000000000.0,14,강원소방본부,0,0,,111700,113802,113802,맑음,숙소골길168,사유림,산213,20180411,,,112022,0,,15,임야,121046,0,2,20180411,성묘객,,111707,20180411,촛불,1740,잔디,,0.0,철원소방서,20180411,594,,2018,산중턱,28,강원도,부주의,0,11,,0,태봉119안전센터,0
20180413,불씨/불꽃/화원방치,불꽃/불티,20180413,11,104,18.0,,임야,산불,춘천시,20180413,37,0,2,23847,종이/목재/건초등,180413000000000.0,42,강원소방본부,17,0,,125100,132702,150547,구름조금,,국유림,,20180413,,,125300,0,,21,임야,165747,0,39,20180413,논/밭두렁,,125119,20180413,쓰레기/논밭두렁,3402,나무,45.0,0.0,춘천소방서,20180413,1,,2018,산아래,29,강원도,부주의,0,15,,13845,후평119안전센터,0
20180418,담배꽁초,담뱃불/라이터불,20180418,5,38,20.0,,임야,산불,화천군,20180418,51,0,0,33627,종이/목재/건초등,180418000000000.0,3,강원소방본부,16,0,,152200,153627,153627,맑음,,국유림,,20180418,,,152415,0,,10,임야,155836,0,0,20180418,기타,,152200,20180418,담뱃불,1212,풀/나뭇잎,225.0,0.0,춘천소방서,20180418,0,,2018,산아래,30,강원도,부주의,25,11,4.0,0,사내119안전센터,0
20180419,트래킹에의한단락,작동기기,20180419,50,633,21.0,,임야,산불,양양군,20180420,26,150,50,41000,종이/목재/건초등,180420000000000.0,112,강원소방본부,49,0,,193000,202110,41000,맑음,,국유림,225,20180420,종이/목재/건초등,,193140,0,가연성물질의급격한연소/원거리소방서/화재인지/신고지연,73,임야,132315,111,137,20180419,기타,,193038,20180420,불꽃/스파크/정전기,4930,풀/나뭇잎,270.0,0.0,양양소방서,20180419,55218,풀/나뭇잎,2018,산중턱,31,강원도,전기적요인,0,11,8.0,74850,하조대119안전센터,0
20180420,담배꽁초,불꽃/불티,20180420,2,190,27.0,,임야,산불,화천군,20180420,61,6,5,122532,종이/목재/건초등,180420000000000.0,2,강원소방본부,20,0,,114400,115946,123025,맑음,,국유림,547-3,20180420,종이/목재/건초등,,114618,0,,6,임야,134233,0,21,20180420,기타,,114426,20180420,비화,1328,풀/나뭇잎,315.0,10.0,춘천소방서,20180420,0,풀/나뭇잎,2018,산아래,32,강원도,부주의,150,26,4.0,3039,화천119안전센터,0
20180420,담배꽁초,담뱃불/라이터불,20180420,25,100,26.0,,임야,산불,평창군,20180420,75,20,0,22210,종이/목재/건초등,180420000000000.0,46,강원소방본부,16,0,,133800,140701,144112,맑음,수하1길82,국유림,1,20180420,,,133857,0,,18,임야,173414,0,16,20180420,담뱃불,,133810,20180420,담뱃불,2804,풀/나뭇잎,315.0,0.0,평창소방서,20180420,0,,2018,산중턱,33,강원도,부주의,0,20,,3411,대관령119안전센터,0
20180421,음식물조리중,불꽃/불티,20180421,13,55,22.0,간동119지역대,임야,산불,화천군,20180421,30,0,6,111846,종이/목재/건초등,180421000000000.0,0,강원소방본부,28,0,,104800,110236,113446,맑음,파로호로425-25,사유림,,20180421,,,104912,0,,12,임야,130446,23,14,20180421,취사행위,,104828,20180421,비화,1324,건초,45.0,8.0,춘천소방서,20180421,0,,2018,산아래,34,강원도,부주의,0,10,4.0,3210,화천119안전센터,0
20180421,담배꽁초,담뱃불/라이터불,20180421,81,471,25.0,,임야,산불,인제군,20180422,9,92,20,65436,종이/목재/건초등,180421000000000.0,140,강원소방본부,15,0,,113600,115218,102348,맑음,내린천로6629,국유림,,20180421,종이/목재/건초등,,113722,0,기상(건조/강풍등),56,임야,122228,2,161,20180421,미상,,113653,20180422,담뱃불,1456,풀/나뭇잎,225.0,0.0,인제소방서,20180421,0,나무,2018,산중턱,35,강원도,부주의,0,9,8.0,223130,인제119안전센터,0
20180421,노후,폭발물/폭죽,20180421,14,62,25.0,,임야,산불,철원군,20180422,28,25,2,50000,종이/목재/건초등,180421000000000.0,16,강원소방본부,0,0,,151300,154107,191300,맑음,영서로9579,사유림,산65,20180421,,,151639,0,,12,임야,192000,0,7,20180421,기타,,151357,20180422,폭탄/탄약,2428,풀/나뭇잎,0.0,0.0,철원소방서,20180421,0,,2018,산중턱,36,강원도,기계적요인,0,15,4.0,33153,김화119안전센터,0
20180421,담배꽁초,담뱃불/라이터불,20180421,28,163,27.0,,임야,산불,춘천시,20180422,13,45,14,63921,종이/목재/건초등,180422000000000.0,0,강원소방본부,12,0,,163500,164951,130521,구름조금,,사유림,산164-3,20180421,종이/목재/건초등,,163645,0,기타/기상(건조/강풍등),20,임야,154521,54,30,20180421,담뱃불,,163513,20180422,담뱃불,1306,건초,225.0,0.0,춘천소방서,20180421,0,건초,2018,산정상,37,강원도,부주의,0,11,4.0,201530,강촌119안전센터,0
20180427,불씨/불꽃/화원방치,불꽃/불티,20180427,12,36,9.0,,임야,산불,강릉시,20180427,7,0,2,75156,종이/목재/건초등,180427000000000.0,0,강원소방본부,77,0,,73500,74331,75156,구름조금,,사유림,434,20180427,,,73614,0,,24,임야,81650,0,10,20180427,기타,,73533,20180427,불꽃/불티,717,풀/나뭇잎,180.0,0.0,강릉소방서,20180427,0,,2018,평지,38,강원도,부주의,0,6,4.0,825,내곡119안전센터,0
20180428,담배꽁초,담뱃불/라이터불,20180428,15,96,24.0,,임야,산불,정선군,20180428,51,6,4,25641,종이/목재/건초등,180428000000000.0,36,강원소방본부,24,0,,141400,145641,145939,맑음,,국유림,,20180428,,,141601,0,,23,임야,183039,6,21,20180428,담뱃불,,141413,20180428,담뱃불,4040,풀/나뭇잎,225.0,0.0,정선소방서,20180428,0,,2018,산중턱,39,강원도,부주의,0,15,4.0,258,임계119안전센터,0
20180601,담배꽁초,담뱃불/라이터불,20180601,8,60,29.0,,임야,산불,춘천시,20180601,10,0,4,44509,종이/목재/건초등,180623000000000.0,20,강원소방본부,24,0,,143400,150305,164809,맑음,장본2길331,국유림,,20180601,,,143802,0,,19,임야,170509,0,17,20180601,담뱃불,,143450,20180601,담뱃불,2503,풀/나뭇잎,225.0,0.0,춘천소방서,20180601,1,,2018,산정상,40,강원도,부주의,0,5,4.0,14504,신북119안전센터,0
